"","category","links","scrape"
"801","饼干蛋糕","list.jd.com/list.html?cat=1320,1583,1595","Y"
"802","无糖食品","list.jd.com/list.html?cat=1320,1583,7121","Y"
"803","米面杂粮","list.jd.com/list.html?cat=1320,1584,2675","Y"
"804","食用油","list.jd.com/list.html?cat=1320,1584,2676","Y"
"805","调味品","list.jd.com/list.html?cat=1320,1584,2677","Y"
"806","南北干货","list.jd.com/list.html?cat=1320,1584,2678","Y"
"807","方便食品","list.jd.com/list.html?cat=1320,1584,2679","Y"
"808","有机食品","list.jd.com/list.html?cat=1320,1584,2680","Y"
"809","饮用水","list.jd.com/list.html?cat=1320,1585,10975","Y"
"810","饮料","list.jd.com/list.html?cat=1320,1585,1602","Y"
"811","牛奶乳品","list.jd.com/list.html?cat=1320,1585,9434","Y"
"812","咖啡/奶茶","list.jd.com/list.html?cat=1320,1585,3986","Y"
"813","冲饮谷物","list.jd.com/list.html?cat=1320,1585,1601","Y"
"814","蜂蜜/柚子茶","list.jd.com/list.html?cat=1320,1585,12200","Y"
"815","成人奶粉","list.jd.com/list.html?cat=1320,1585,12201","Y"
"816","月饼","list.jd.com/list.html?cat=1320,2641,2642","Y"
"817","大闸蟹","list.jd.com/list.html?cat=1320,2641,2643","Y"
"818","粽子","list.jd.com/list.html?cat=1320,2641,4935","Y"
"819","卡券","list.jd.com/list.html?cat=1320,2641,12216","Y"
"820","铁观音","list.jd.com/list.html?cat=1320,12202,12203","Y"
"821","普洱","list.jd.com/list.html?cat=1320,12202,12204","Y"
"822","龙井","list.jd.com/list.html?cat=1320,12202,12205","Y"
"823","绿茶","list.jd.com/list.html?cat=1320,12202,12206","Y"
"824","红茶","list.jd.com/list.html?cat=1320,12202,12207","Y"
"825","乌龙茶","list.jd.com/list.html?cat=1320,12202,12208","Y"
"826","花草茶","list.jd.com/list.html?cat=1320,12202,12209","Y"
"827","花果茶","list.jd.com/list.html?cat=1320,12202,12210","Y"
"828","养生茶","list.jd.com/list.html?cat=1320,12202,12211","Y"
"829","黑茶","list.jd.com/list.html?cat=1320,12202,12212","Y"
"830","白茶","list.jd.com/list.html?cat=1320,12202,12213","Y"
"831","其它茶","list.jd.com/list.html?cat=1320,12202,12214","Y"
"832","项链","list.jd.com/list.html?cat=6144,6182,6188","Y"
"833","手链/脚链","list.jd.com/list.html?cat=6144,6182,6189","Y"
"834","戒指","list.jd.com/list.html?cat=6144,6182,6190","Y"
"835","耳饰","list.jd.com/list.html?cat=6144,6182,6191","Y"
"836","毛衣链","list.jd.com/list.html?cat=6144,6182,13069","Y"
"837","发饰/发卡","list.jd.com/list.html?cat=6144,6182,6192","Y"
"838","胸针","list.jd.com/list.html?cat=6144,6182,6193","Y"
"839","饰品配件","list.jd.com/list.html?cat=6144,6182,6195","Y"
"840","婚庆饰品","list.jd.com/list.html?cat=6144,6182,6194","Y"
"841","黄金吊坠","list.jd.com/list.html?cat=6144,6145,6147","Y"
"842","黄金项链","list.jd.com/list.html?cat=6144,6145,13101","Y"
"843","黄金转运珠","list.jd.com/list.html?cat=6144,6145,13065","Y"
"844","黄金手镯/手链/脚链","list.jd.com/list.html?cat=6144,6145,6148","Y"
"845","黄金耳饰","list.jd.com/list.html?cat=6144,6145,6150","Y"
"846","黄金戒指","list.jd.com/list.html?cat=6144,6145,6149","Y"
"847","K金吊坠","list.jd.com/list.html?cat=6144,13062,13063","Y"
"848","K金项链","list.jd.com/list.html?cat=6144,13062,13064","Y"
"849","K金手镯/手链/脚链","list.jd.com/list.html?cat=6144,13062,13066","Y"
"850","K金戒指","list.jd.com/list.html?cat=6144,13062,13067","Y"
"851","K金耳饰","list.jd.com/list.html?cat=6144,13062,13068","Y"
"852","投资金","list.jd.com/list.html?cat=6144,6146,6151","Y"
"853","投资银","list.jd.com/list.html?cat=6144,6146,6152","Y"
"854","投资收藏","list.jd.com/list.html?cat=6144,6146,13531","Y"
"855","银吊坠/项链","list.jd.com/list.html?cat=6144,6155,6156","Y"
"856","银手镯/手链/脚链","list.jd.com/list.html?cat=6144,6155,6157","Y"
"857","银戒指","list.jd.com/list.html?cat=6144,6155,6158","Y"
"858","银耳饰","list.jd.com/list.html?cat=6144,6155,13070","Y"
"859","足银手镯","list.jd.com/list.html?cat=6144,6155,11238","Y"
"860","宝宝银饰","list.jd.com/list.html?cat=6144,6155,6159","Y"
"861","裸钻","list.jd.com/list.html?cat=6144,6160,6161","Y"
"862","钻戒","list.jd.com/list.html?cat=6144,6160,6162","Y"
"863","钻石项链/吊坠","list.jd.com/list.html?cat=6144,6160,6163","Y"
"864","钻石耳饰","list.jd.com/list.html?cat=6144,6160,6164","Y"
"865","钻石手镯/手链","list.jd.com/list.html?cat=6144,6160,6165","Y"
"866","项链/吊坠","list.jd.com/list.html?cat=6144,6167,6168","Y"
"867","手镯/手串","list.jd.com/list.html?cat=6144,6167,6169","Y"
"868","戒指","list.jd.com/list.html?cat=6144,6167,6170","Y"
"869","耳饰","list.jd.com/list.html?cat=6144,6167,6173","Y"
"870","挂件/摆件/把件","list.jd.com/list.html?cat=6144,6167,6175","Y"
"871","玉石孤品","list.jd.com/list.html?cat=6144,6167,6177","Y"
"872","项链/吊坠","list.jd.com/list.html?cat=6144,6172,6176","Y"
"873","耳饰","list.jd.com/list.html?cat=6144,6172,6178","Y"
"874","手镯/手链/脚链","list.jd.com/list.html?cat=6144,6172,6180","Y"
"875","戒指","list.jd.com/list.html?cat=6144,6172,6183","Y"
"876","头饰/胸针","list.jd.com/list.html?cat=6144,6172,6185","Y"
"877","摆件/挂件","list.jd.com/list.html?cat=6144,6172,6187","Y"
"878","琥珀/蜜蜡","list.jd.com/list.html?cat=6144,6174,13071","Y"
"879","碧玺","list.jd.com/list.html?cat=6144,6174,13072","Y"
"880","红宝石/蓝宝石","list.jd.com/list.html?cat=6144,6174,13073","Y"
"881","坦桑石","list.jd.com/list.html?cat=6144,6174,13074","Y"
"882","珊瑚","list.jd.com/list.html?cat=6144,6174,13075","Y"
"883","祖母绿","list.jd.com/list.html?cat=6144,6174,13076","Y"
"884","葡萄石","list.jd.com/list.html?cat=6144,6174,13078","Y"
"885","其他天然宝石","list.jd.com/list.html?cat=6144,6174,13077","Y"
"886","项链/吊坠","list.jd.com/list.html?cat=6144,6174,6179","Y"
"887","耳饰","list.jd.com/list.html?cat=6144,6174,6181","Y"
"888","手镯/手链","list.jd.com/list.html?cat=6144,6174,6184","Y"
"889","戒指","list.jd.com/list.html?cat=6144,6174,6186","Y"
"890","铂金项链/吊坠","list.jd.com/list.html?cat=6144,12040,12043","Y"
"891","铂金手镯/手链/脚链","list.jd.com/list.html?cat=6144,12040,12044","Y"
"892","铂金戒指","list.jd.com/list.html?cat=6144,12040,12045","Y"
"893","铂金耳饰","list.jd.com/list.html?cat=6144,12040,12046","Y"
"894","小叶紫檀","list.jd.com/list.html?cat=6144,12041,12047","Y"
"895","黄花梨","list.jd.com/list.html?cat=6144,12041,12048","Y"
"896","沉香木","list.jd.com/list.html?cat=6144,12041,12049","Y"
"897","金丝楠","list.jd.com/list.html?cat=6144,12041,12050","Y"
"898","菩提","list.jd.com/list.html?cat=6144,12041,12051","Y"
"899","其他","list.jd.com/list.html?cat=6144,12041,12052","Y"
"900","橄榄核/核桃","list.jd.com/list.html?cat=6144,12041,13080","Y"
"901","檀香","list.jd.com/list.html?cat=6144,12041,13081","Y"
"902","珍珠项链","list.jd.com/list.html?cat=6144,12042,12053","Y"
"903","珍珠吊坠","list.jd.com/list.html?cat=6144,12042,12054","Y"
"904","珍珠耳饰","list.jd.com/list.html?cat=6144,12042,12055","Y"
"905","珍珠手链","list.jd.com/list.html?cat=6144,12042,12056","Y"
"906","珍珠戒指","list.jd.com/list.html?cat=6144,12042,12057","Y"
"907","珍珠胸针","list.jd.com/list.html?cat=6144,12042,12058","Y"
"908","机油","list.jd.com/list.html?cat=6728,6742,11849","Y"
"909","正时皮带","list.jd.com/list.html?cat=6728,6742,13244","Y"
"910","添加剂","list.jd.com/list.html?cat=6728,6742,11850","Y"
"911","汽车喇叭","list.jd.com/list.html?cat=6728,6742,13245","Y"
"912","防冻液","list.jd.com/list.html?cat=6728,6742,6756","Y"
"913","汽车玻璃","list.jd.com/list.html?cat=6728,6742,13246","Y"
"914","滤清器","list.jd.com/list.html?cat=6728,6742,11852","Y"
"915","火花塞","list.jd.com/list.html?cat=6728,6742,6767","Y"
"916","减震器","list.jd.com/list.html?cat=6728,6742,13243","Y"
"917","柴机油/辅助油","list.jd.com/list.html?cat=6728,6742,13295","Y"
"918","雨刷","list.jd.com/list.html?cat=6728,6742,6766","Y"
"919","车灯","list.jd.com/list.html?cat=6728,6742,6768","Y"
"920","后视镜","list.jd.com/list.html?cat=6728,6742,9988","Y"
"921","轮胎","list.jd.com/list.html?cat=6728,6742,9248","Y"
"922","轮毂","list.jd.com/list.html?cat=6728,6742,11951","Y"
"923","刹车片/盘","list.jd.com/list.html?cat=6728,6742,11859","Y"
"924","维修配件","list.jd.com/list.html?cat=6728,6742,6769","Y"
"925","蓄电池","list.jd.com/list.html?cat=6728,6742,9971","Y"
"926","底盘装甲/护板","list.jd.com/list.html?cat=6728,6742,9964","Y"
"927","贴膜","list.jd.com/list.html?cat=6728,6742,6770","Y"
"928","汽修工具","list.jd.com/list.html?cat=6728,6742,6795","Y"
"929","改装配件","list.jd.com/list.html?cat=6728,6742,12406","Y"
"930","导航仪","list.jd.com/list.html?cat=6728,6740,11867","Y"
"931","安全预警仪","list.jd.com/list.html?cat=6728,6740,9959","Y"
"932","行车记录仪","list.jd.com/list.html?cat=6728,6740,6964","Y"
"933","倒车雷达","list.jd.com/list.html?cat=6728,6740,9961","Y"
"934","蓝牙设备","list.jd.com/list.html?cat=6728,6740,9962","Y"
"935","车载影音","list.jd.com/list.html?cat=6728,6740,6965","Y"
"936","净化器","list.jd.com/list.html?cat=6728,6740,6807","Y"
"937","电源","list.jd.com/list.html?cat=6728,6740,6749","Y"
"938","智能驾驶","list.jd.com/list.html?cat=6728,6740,12408","Y"
"939","车载电台","list.jd.com/list.html?cat=6728,6740,12409","Y"
"940","车载电器配件","list.jd.com/list.html?cat=6728,6740,13247","Y"
"941","吸尘器","list.jd.com/list.html?cat=6728,6740,6752","Y"
"942","智能车机","list.jd.com/list.html?cat=6728,6740,13248","Y"
"943","冰箱","list.jd.com/list.html?cat=6728,6740,6753","Y"
"944","汽车音响","list.jd.com/list.html?cat=6728,6740,13249","Y"
"945","车载生活电器","list.jd.com/list.html?cat=6728,6740,13250","Y"
"946","车蜡","list.jd.com/list.html?cat=6728,6743,11875","Y"
"947","补漆笔","list.jd.com/list.html?cat=6728,6743,9974","Y"
"948","玻璃水","list.jd.com/list.html?cat=6728,6743,6757","Y"
"949","清洁剂","list.jd.com/list.html?cat=6728,6743,11878","Y"
"950","洗车工具","list.jd.com/list.html?cat=6728,6743,11879","Y"
"951","镀晶镀膜","list.jd.com/list.html?cat=6728,6743,13251","Y"
"952","打蜡机","list.jd.com/list.html?cat=6728,6743,13296","Y"
"953","洗车配件","list.jd.com/list.html?cat=6728,6743,11880","Y"
"954","洗车机","list.jd.com/list.html?cat=6728,6743,13252","Y"
"955","洗车水枪","list.jd.com/list.html?cat=6728,6743,13253","Y"
"956","毛巾掸子","list.jd.com/list.html?cat=6728,6743,13254","Y"
"957","脚垫","list.jd.com/list.html?cat=6728,6745,11883","Y"
"958","座垫","list.jd.com/list.html?cat=6728,6745,11881","Y"
"959","座套","list.jd.com/list.html?cat=6728,6745,11882","Y"
"960","后备箱垫","list.jd.com/list.html?cat=6728,6745,6972","Y"
"961","头枕腰靠","list.jd.com/list.html?cat=6728,6745,11887","Y"
"962","方向盘套","list.jd.com/list.html?cat=6728,6745,13255","Y"
"963","香水","list.jd.com/list.html?cat=6728,6745,6785","Y"
"964","空气净化","list.jd.com/list.html?cat=6728,6745,11886","Y"
"965","挂件摆件","list.jd.com/list.html?cat=6728,6745,11888","Y"
"966","功能小件","list.jd.com/list.html?cat=6728,6745,11889","Y"
"967","车身装饰件","list.jd.com/list.html?cat=6728,6745,11953","Y"
"968","车衣","list.jd.com/list.html?cat=6728,6745,6798","Y"
"969","安全座椅","list.jd.com/list.html?cat=6728,6747,6792","Y"
"970","胎压监测","list.jd.com/list.html?cat=6728,6747,11954","Y"
"971","防盗设备","list.jd.com/list.html?cat=6728,6747,11955","Y"
"972","应急救援","list.jd.com/list.html?cat=6728,6747,6796","Y"
"973","保温箱","list.jd.com/list.html?cat=6728,6747,6804","Y"
"974","地锁","list.jd.com/list.html?cat=6728,6747,13269","Y"
"975","摩托车","list.jd.com/list.html?cat=6728,6747,13270","Y"
"976","充气泵","list.jd.com/list.html?cat=6728,6747,12407","Y"
"977","储物箱","list.jd.com/list.html?cat=6728,6747,6801","Y"
"978","自驾野营","list.jd.com/list.html?cat=6728,6747,11898","Y"
"979","摩托车装备","list.jd.com/list.html?cat=6728,6747,9985","Y"
"980","清洗美容","list.jd.com/list.html?cat=6728,12402,12403","Y"
"981","功能升级","list.jd.com/list.html?cat=6728,12402,12404","Y"
"982","保养维修","list.jd.com/list.html?cat=6728,12402,12405","Y"
"983","油卡充值","list.jd.com/list.html?cat=6728,12402,13121","Y"
"984","车险","list.jd.com/list.html?cat=6728,12402,13664","Y"
"985","加油卡","list.jd.com/list.html?cat=6728,12402,13242","Y"
"986","ETC","list.jd.com/list.html?cat=6728,12402,13266","Y"
"987","驾驶培训","list.jd.com/list.html?cat=6728,12402,13267","Y"
"988","赛事服装","list.jd.com/list.html?cat=6728,13256,13257","Y"
"989","赛事用品","list.jd.com/list.html?cat=6728,13256,13258","Y"
"990","制动系统","list.jd.com/list.html?cat=6728,13256,13259","Y"
"991","悬挂系统","list.jd.com/list.html?cat=6728,13256,13260","Y"
"992","进气系统","list.jd.com/list.html?cat=6728,13256,13261","Y"
"993","排气系统","list.jd.com/list.html?cat=6728,13256,13262","Y"
"994","电子管理","list.jd.com/list.html?cat=6728,13256,13263","Y"
"995","车身强化","list.jd.com/list.html?cat=6728,13256,13264","Y"
"996","赛事座椅","list.jd.com/list.html?cat=6728,13256,13265","Y"
"997","跑步鞋","list.jd.com/list.html?cat=1318,12099,9756","Y"
"998","休闲鞋","list.jd.com/list.html?cat=1318,12099,9754","Y"
"999","篮球鞋","list.jd.com/list.html?cat=1318,12099,9757","Y"
"1000","板鞋","list.jd.com/list.html?cat=1318,12099,12100","Y"
"1001","帆布鞋","list.jd.com/list.html?cat=1318,12099,9755","Y"
"1002","足球鞋","list.jd.com/list.html?cat=1318,12099,9758","Y"
"1003","乒羽网鞋","list.jd.com/list.html?cat=1318,12099,9760","Y"
"1004","专项运动鞋","list.jd.com/list.html?cat=1318,12099,12101","Y"
"1005","训练鞋","list.jd.com/list.html?cat=1318,12099,9759","Y"
"1006","拖鞋","list.jd.com/list.html?cat=1318,12099,9761","Y"
"1007","运动包","list.jd.com/list.html?cat=1318,12099,9768","Y"
"1008","羽绒服","list.jd.com/list.html?cat=1318,12102,12104","Y"
"1009","棉服","list.jd.com/list.html?cat=1318,12102,9762","Y"
"1010","运动裤","list.jd.com/list.html?cat=1318,12102,9766","Y"
"1011","夹克/风衣","list.jd.com/list.html?cat=1318,12102,9763","Y"
"1012","卫衣/套头衫","list.jd.com/list.html?cat=1318,12102,9764","Y"
"1013","T恤","list.jd.com/list.html?cat=1318,12102,9765","Y"
"1014","套装","list.jd.com/list.html?cat=1318,12102,9767","Y"
"1015","乒羽网服","list.jd.com/list.html?cat=1318,12102,12106","Y"
"1016","健身服","list.jd.com/list.html?cat=1318,12102,12107","Y"
"1017","运动背心","list.jd.com/list.html?cat=1318,12102,12108","Y"
"1018","毛衫/线衫","list.jd.com/list.html?cat=1318,12102,12105","Y"
"1019","运动配饰","list.jd.com/list.html?cat=1318,12102,12103","Y"
"1020","折叠车","list.jd.com/list.html?cat=1318,12115,12116","Y"
"1021","山地车/公路车","list.jd.com/list.html?cat=1318,12115,12117","Y"
"1022","电动车","list.jd.com/list.html?cat=1318,12115,12118","Y"
"1023","其他整车","list.jd.com/list.html?cat=1318,12115,12119","Y"
"1024","骑行服","list.jd.com/list.html?cat=1318,12115,12120","Y"
"1025","骑行装备","list.jd.com/list.html?cat=1318,12115,12121","Y"
"1026","平衡车","list.jd.com/list.html?cat=1318,12115,12861","Y"
"1027","鱼竿鱼线","list.jd.com/list.html?cat=1318,12147,12148","Y"
"1028","浮漂鱼饵","list.jd.com/list.html?cat=1318,12147,12149","Y"
"1029","钓鱼桌椅","list.jd.com/list.html?cat=1318,12147,12150","Y"
"1030","钓鱼配件","list.jd.com/list.html?cat=1318,12147,12151","Y"
"1031","钓箱鱼包","list.jd.com/list.html?cat=1318,12147,12152","Y"
"1032","其它","list.jd.com/list.html?cat=1318,12147,12153","Y"
"1033","泳镜","list.jd.com/list.html?cat=1318,12154,12155","Y"
"1034","泳帽","list.jd.com/list.html?cat=1318,12154,12156","Y"
"1035","游泳包防水包","list.jd.com/list.html?cat=1318,12154,12157","Y"
"1036","女士泳衣","list.jd.com/list.html?cat=1318,12154,12158","Y"
"1037","男士泳衣","list.jd.com/list.html?cat=1318,12154,12159","Y"
"1038","比基尼","list.jd.com/list.html?cat=1318,12154,12160","Y"
"1039","其它","list.jd.com/list.html?cat=1318,12154,12161","Y"
"1040","冲锋衣裤","list.jd.com/list.html?cat=1318,2628,12123","Y"
"1041","速干衣裤","list.jd.com/list.html?cat=1318,2628,12124","Y"
"1042","滑雪服","list.jd.com/list.html?cat=1318,2628,12125","Y"
"1043","羽绒服/棉服","list.jd.com/list.html?cat=1318,2628,12126","Y"
"1044","休闲衣裤","list.jd.com/list.html?cat=1318,2628,12127","Y"
"1045","抓绒衣裤","list.jd.com/list.html?cat=1318,2628,12128","Y"
"1046","软壳衣裤","list.jd.com/list.html?cat=1318,2628,12129","Y"
"1047","T恤","list.jd.com/list.html?cat=1318,2628,12130","Y"
"1048","户外风衣","list.jd.com/list.html?cat=1318,2628,12131","Y"
"1049","功能内衣","list.jd.com/list.html?cat=1318,2628,12132","Y"
"1050","军迷服饰","list.jd.com/list.html?cat=1318,2628,12133","Y"
"1051","登山鞋","list.jd.com/list.html?cat=1318,2628,12134","Y"
"1052","雪地靴","list.jd.com/list.html?cat=1318,2628,12135","Y"
"1053","徒步鞋","list.jd.com/list.html?cat=1318,2628,12136","Y"
"1054","越野跑鞋","list.jd.com/list.html?cat=1318,2628,12137","Y"
"1055","休闲鞋","list.jd.com/list.html?cat=1318,2628,12138","Y"
"1056","工装鞋","list.jd.com/list.html?cat=1318,2628,12139","Y"
"1057","溯溪鞋","list.jd.com/list.html?cat=1318,2628,12140","Y"
"1058","沙滩/凉拖","list.jd.com/list.html?cat=1318,2628,12141","Y"
"1059","户外袜","list.jd.com/list.html?cat=1318,2628,12142","Y"
"1060","帐篷/垫子","list.jd.com/list.html?cat=1318,1462,1473","Y"
"1061","睡袋/吊床","list.jd.com/list.html?cat=1318,1462,1474","Y"
"1062","登山攀岩","list.jd.com/list.html?cat=1318,1462,1475","Y"
"1063","户外配饰","list.jd.com/list.html?cat=1318,1462,2629","Y"
"1064","背包","list.jd.com/list.html?cat=1318,1462,1472","Y"
"1065","户外照明","list.jd.com/list.html?cat=1318,1462,1476","Y"
"1066","户外仪表","list.jd.com/list.html?cat=1318,1462,2631","Y"
"1067","户外工具","list.jd.com/list.html?cat=1318,1462,1479","Y"
"1068","望远镜","list.jd.com/list.html?cat=1318,1462,1480","Y"
"1069","旅游用品","list.jd.com/list.html?cat=1318,1462,2691","Y"
"1070","便携桌椅床","list.jd.com/list.html?cat=1318,1462,1478","Y"
"1071","野餐烧烤","list.jd.com/list.html?cat=1318,1462,1477","Y"
"1072","军迷用品","list.jd.com/list.html?cat=1318,1462,5152","Y"
"1073","救援装备","list.jd.com/list.html?cat=1318,1462,12143","Y"
"1074","滑雪装备","list.jd.com/list.html?cat=1318,1462,12144","Y"
"1075","极限户外","list.jd.com/list.html?cat=1318,1462,12145","Y"
"1076","冲浪潜水","list.jd.com/list.html?cat=1318,1462,12146","Y"
"1077","综合训练器","list.jd.com/list.html?cat=1318,1463,12109","Y"
"1078","其他大型器械","list.jd.com/list.html?cat=1318,1463,12110","Y"
"1079","哑铃","list.jd.com/list.html?cat=1318,1463,12111","Y"
"1080","仰卧板/收腹机","list.jd.com/list.html?cat=1318,1463,12112","Y"
"1081","其他中小型器材","list.jd.com/list.html?cat=1318,1463,12113","Y"
"1082","瑜伽舞蹈","list.jd.com/list.html?cat=1318,1463,12114","Y"
"1083","甩脂机","list.jd.com/list.html?cat=1318,1463,12858","Y"
"1084","踏步机","list.jd.com/list.html?cat=1318,1463,12859","Y"
"1085","武术搏击","list.jd.com/list.html?cat=1318,1463,5153","Y"
"1086","健身车/动感单车","list.jd.com/list.html?cat=1318,1463,1483","Y"
"1087","跑步机","list.jd.com/list.html?cat=1318,1463,1484","Y"
"1088","运动护具","list.jd.com/list.html?cat=1318,1463,1487","Y"
"1089","羽毛球","list.jd.com/list.html?cat=1318,1466,1695","Y"
"1090","乒乓球","list.jd.com/list.html?cat=1318,1466,1694","Y"
"1091","篮球","list.jd.com/list.html?cat=1318,1466,1698","Y"
"1092","足球","list.jd.com/list.html?cat=1318,1466,1697","Y"
"1093","网球","list.jd.com/list.html?cat=1318,1466,1696","Y"
"1094","排球","list.jd.com/list.html?cat=1318,1466,1699","Y"
"1095","高尔夫","list.jd.com/list.html?cat=1318,1466,1700","Y"
"1096","台球","list.jd.com/list.html?cat=1318,1466,1701","Y"
"1097","棋牌麻将","list.jd.com/list.html?cat=1318,1466,5155","Y"
"1098","轮滑滑板","list.jd.com/list.html?cat=1318,1466,12122","Y"
"1099","其他","list.jd.com/list.html?cat=1318,1466,5156","Y"
"1100","0-6个月","list.jd.com/list.html?cat=6233,6234,6239","Y"
"1101","6-12个月","list.jd.com/list.html?cat=6233,6234,6240","Y"
"1102","1-3岁","list.jd.com/list.html?cat=6233,6234,6241","Y"
"1103","3-6岁","list.jd.com/list.html?cat=6233,6234,6242","Y"
"1104","6-14岁","list.jd.com/list.html?cat=6233,6234,6243","Y"
"1105","14岁以上","list.jd.com/list.html?cat=6233,6234,6244","Y"
"1106","遥控车","list.jd.com/list.html?cat=6233,6235,6245","Y"
"1107","遥控飞机","list.jd.com/list.html?cat=6233,6235,6246","Y"
"1108","遥控船","list.jd.com/list.html?cat=6233,6235,6247","Y"
"1109","机器人","list.jd.com/list.html?cat=6233,6235,6248","Y"
"1110","轨道/助力","list.jd.com/list.html?cat=6233,6235,6249","Y"
"1111","毛绒/布艺","list.jd.com/list.html?cat=6233,6236,6254","Y"
"1112","靠垫/抱枕","list.jd.com/list.html?cat=6233,6236,6255","Y"
"1113","芭比娃娃","list.jd.com/list.html?cat=6233,6237,6257","Y"
"1114","卡通娃娃","list.jd.com/list.html?cat=6233,6237,6258","Y"
"1115","智能娃娃","list.jd.com/list.html?cat=6233,6237,6259","Y"
"1116","仿真模型","list.jd.com/list.html?cat=6233,6253,6261","Y"
"1117","拼插模型","list.jd.com/list.html?cat=6233,6253,6262","Y"
"1118","收藏爱好","list.jd.com/list.html?cat=6233,6253,6263","Y"
"1119","炫舞毯","list.jd.com/list.html?cat=6233,6260,6265","Y"
"1120","爬行垫/毯","list.jd.com/list.html?cat=6233,6260,6266","Y"
"1121","户外玩具","list.jd.com/list.html?cat=6233,6260,6268","Y"
"1122","戏水玩具","list.jd.com/list.html?cat=6233,6260,6269","Y"
"1123","电影周边","list.jd.com/list.html?cat=6233,6264,6272","Y"
"1124","卡通周边","list.jd.com/list.html?cat=6233,6264,6273","Y"
"1125","网游周边","list.jd.com/list.html?cat=6233,6264,6274","Y"
"1126","摇铃/床铃","list.jd.com/list.html?cat=6233,6271,6276","Y"
"1127","健身架","list.jd.com/list.html?cat=6233,6271,7063","Y"
"1128","早教启智","list.jd.com/list.html?cat=6233,6271,6277","Y"
"1129","拖拉玩具","list.jd.com/list.html?cat=6233,6271,6278","Y"
"1130","积木","list.jd.com/list.html?cat=6233,6275,6280","Y"
"1131","拼图","list.jd.com/list.html?cat=6233,6275,6282","Y"
"1132","磁力棒","list.jd.com/list.html?cat=6233,6275,6284","Y"
"1133","立体拼插","list.jd.com/list.html?cat=6233,6275,6286","Y"
"1134","手工彩泥","list.jd.com/list.html?cat=6233,6279,6281","Y"
"1135","绘画工具","list.jd.com/list.html?cat=6233,6279,6283","Y"
"1136","情景玩具","list.jd.com/list.html?cat=6233,6279,6287","Y"
"1137","减压玩具","list.jd.com/list.html?cat=6233,6289,6292","Y"
"1138","创意玩具","list.jd.com/list.html?cat=6233,6289,6293","Y"
"1139","钢琴","list.jd.com/list.html?cat=6233,6291,6294","Y"
"1140","电子琴/电钢琴","list.jd.com/list.html?cat=6233,6291,6296","Y"
"1141","吉他/尤克里里","list.jd.com/list.html?cat=6233,6291,6299","Y"
"1142","打击乐器","list.jd.com/list.html?cat=6233,6291,6303","Y"
"1143","西洋管弦","list.jd.com/list.html?cat=6233,6291,6301","Y"
"1144","民族管弦乐器","list.jd.com/list.html?cat=6233,6291,6300","Y"
"1145","乐器配件","list.jd.com/list.html?cat=6233,6291,6305","Y"
"1146","电脑音乐","list.jd.com/list.html?cat=6233,6291,6306","Y"
"1147","工艺礼品乐器","list.jd.com/list.html?cat=6233,6291,6308","Y"
"1148","口琴/口风琴/竖笛","list.jd.com/list.html?cat=6233,6291,6302","Y"
"1149","手风琴","list.jd.com/list.html?cat=6233,6291,6298","Y"
"1150","双色球","caipiao.jd.com/lottery_ssq.html","N"
"1151","大乐透","caipiao.jd.com/lottery_dlt.html","N"
"1152","福彩3D","caipiao.jd.com/lottery_fc3d.html","N"
"1153","排列三","caipiao.jd.com/lottery_pl3.html","N"
"1154","排列五","caipiao.jd.com/lottery_plw.html","N"
"1155","七星彩","caipiao.jd.com/lottery_qxc.html","N"
"1156","七乐彩","caipiao.jd.com/lottery_qlc.html","N"
"1157","竞彩足球","caipiao.jd.com/lottery_spf.html","N"
"1158","竞彩篮球","caipiao.jd.com/lottery_rfsf.html","N"
"1159","新时时彩","caipiao.jd.com/lottery_jxssc.html","N"
"1160","国内机票","jipiao.jd.com/","N"
"1161","国内酒店","hotel.jd.com/","N"
"1162","酒店团购","tuan.jd.com/channel/hotel-0-0-0-0-1-0-0-0-0-0.html","N"
"1163","度假","dujia.jd.com/","N"
"1164","景点","menpiao.jd.com/","N"
"1165","租车","zuche.jd.com/","N"
"1166","火车票","huoche.jd.com/","N"
"1167","旅游团购","tuan.jd.com/channel/tour-beijing-0-0-0-1-0-0-0-0-0.html","N"
"1168","手机充值","chongzhi.jd.com/","N"
"1169","游戏点卡","list.jd.com/list.html?cat=4938,4941,4835","Y"
"1170","QQ充值","list.jd.com/list.html?cat=4938,4941,4836","Y"
"1171","电影票","movie.jd.com/index.html","N"
"1172","演唱会","piao.jd.com/yanchanghui/","N"
"1173","话剧歌剧","piao.jd.com/huajugeju/","N"
"1174","音乐会","piao.jd.com/yinyuehui/","N"
"1175","体育赛事","piao.jd.com/tiyusaishi/","N"
"1176","舞蹈芭蕾","piao.jd.com/wudaobalei/","N"
"1177","戏曲综艺","piao.jd.com/xiquzongyi/","N"
"1178","东北","list.jd.com/list.html?cat=12218,12219,12225","Y"
"1179","华北","list.jd.com/list.html?cat=12218,12219,12226","Y"
"1180","西北","list.jd.com/list.html?cat=12218,12219,12227","Y"
"1181","华中","list.jd.com/list.html?cat=12218,12219,12228","Y"
"1182","华东","list.jd.com/list.html?cat=12218,12219,12229","Y"
"1183","华南","list.jd.com/list.html?cat=12218,12219,12230","Y"
"1184","西南","list.jd.com/list.html?cat=12218,12219,12231","Y"
"1185","苹果","list.jd.com/list.html?cat=12218,12221,13554","Y"
